,Tweet
378,"Ka Rupbasan Suprayitno beserta jajaran mengikuti kegiatan penguatan pemahaman Evaluasi penyelenggaraan Sistem Pemerintahan Berbasis Elektronik (SPBE) Kanwil dan UPT secara virtual zoom
Selengkapnya:
https://t.co/RifdjIgXhc

#kumhampasti
#kanwilkumhamdki
#rupbasanjakartautara https://t.co/lYPYrO2ErC"
379,"Sistem Pemerintahan Berbasis Elektronik (SPBE) atau e-government adalah penyelenggaraan pemerintahan yg memanfaatkan teknologi informasi dan komunikasi untuk memberikan layanan kepada instansi pemerintah, aparatur sipil negara, pelaku bisnis, masyarakat, dan pihak-pihak lainnya. https://t.co/wxa6WfkLqi"
380,"Sungai Penuh--Jumat (26/8/2022) Kepala Subseksi Pengelolaan Rutan Kelas IIB Sungai Penuh, Frengki Astin ikuti Penguatan Pemahaman Evaluasi Penyelenggaraan Sistem Pemerintahan Berbasis Elektronik (SPBE) secara Virtual. https://t.co/DPOreDkeFF"
381,"Penguatan Pemahaman Evaluasi Penyelenggaraan Sistem Pemerintahan Berbasis Elektronik (SPBE) Kantor Wilayah (Kanwil) dan Unit Pelaksana Teknis (UPT)

#KamiPASTI
#BerAKHLAK
#KUMHAMPASTIProduktif
#LAPASCIAMIS
#PASTITANGGUHSIAPWBK
#BANGGAMELAYANIBANGSA https://t.co/BlBVc8UmRz"
382,"Halo Sahabat #LapasTabanan

Jajaran Lembaga Pemasyarakatan (Lapas) Kelas IIB Tabanan berkumpul di Aula Chandra Prabhawa untuk mengikuti Penguatan Pemahaman Evaluasi Penyelenggaraan Sistem Pemerintahan Berbasis Elektronik (SPBE) secara virtual, Jumat (26/8). https://t.co/gWUifpLoY6"
383,"Pada Jumat 26 Agustus 2022, Pejabat struktural dan pegawai yang membidangi fungsi teknologi informasi Lapas Kelas IIB Nunukan mengikuti kegiatan Penguatan Pemahaman Evaluasi Penyelenggaraan Sistem Pemerintahan Berbasis Elektronik (SPBE) secara virtual https://t.co/dEh3fMnhgq"
384,"Jajaran Rutan Batam ikuti Penguatan Pemahaman Evaluasi Penyelenggaraan Sistem Pemerintahan Berbasis Elektronik (SPBE) Secara Virtual.
Jumat, 26 Agustus 2022
.
.
.
.
.
#SPBE
#KemenpanRB
#Kemenkumham
#RutanBatam https://t.co/XVE931qkR2"
385,"Kantor Wilayah Kementerian Hukum dan HAM DIY menghadiri Penguatan Pemahaman Evaluasi Penyelenggaraan Sistem Pemerintahan Berbasis Elektronik (SPBE) yang diselenggarakan Pusat Data dan Informasi (Pusdatin).

Kanwil Kemenkumham DIY Imam Jauhari"
386,"Pejabat dan Pegawai Kantor Imigrasi Kelas II TPI Siak mengikuti Penguatan Pemahaman Evaluasi Penyelenggaraan Sistem Pemerintahan Berbasis Elektronik (SPBE)secara virtual.acara ini diikuti oleh Kepala Kantor Imigrasi Kelas II TPI Siak Bapak Yanto, beserta Plh. Kasi Tikkim. https://t.co/ltYgt5Ywnb"
387,"Kantor Wilayah Kementerian Hukum dan HAM DIY menghadiri Penguatan Pemahaman Evaluasi Penyelenggaraan Sistem Pemerintahan Berbasis Elektronik (SPBE) yang diselenggarakan Pusat Data dan Informasi (Pusdatin).

Kanwil Kemenkumham DIY Imam Jauhari"
388,"WUJUDKAN PENERAPAN SISTEM PEMERINTAHAN BERBASIS ELEKTRONIK, RUTAN KELAS I LABUHAN DELI KANWIL KUMHAM SUMUT IKUTI PENGUATAN PEMAHAMAN EVALUASI PENYELENGGARAAN SPBE KANWIL DAN UPT https://t.co/8Ke6xzLlws"
389,"Sumbawa Besar, 26/08. Kantor Imigrasi Kelas II TPI Sumbawa Besar Kanwil Kemenkumham NTB Mengikuti kegiatan penguatan pemahaman Evaluasi penyelenggaraan Sistem Pemerintahan Berbasis Elektronik (SPBE) Kanwil dan UPT secara virtual. https://t.co/nm32K3eN4r"
390,"Plt. Kalapas Kendari bersama Kasubag Tata Usaha ikuti Penguatan Pemahaman Evaluasi Penyelenggaraan Sistem Pemerintahan Berbasis Elektronik (SPBE) yang diselenggarakan oleh Pusat Data dan Teknologi Informasi Kementerian Hukum dan HAM RI.
#KumhamSemakinPASTI
#KemenkumhamRI https://t.co/Vs6gDc3FyX"
391,"Lapas Perempuan Kelas III Kendari mengikuti Kegiatan Penguatan Pemahaman Evaluasi Penyelenggaraan Sistem Pemerintahan Berbasis Elektronik (SPBE) , jumat (26/08). https://t.co/jbfds8qQIc"
392,"L’KARSInfo – Amlapura, LPKA Karangasem mengikuti kegiatan penguatan pemahaman evaluasi penyelenggaraan Sistem Penguatan Berbasis Elektronik (SPBE) yang dilakukan terpusat melalui laman aplikasi Zoom Metting (26/08). https://t.co/tWcn5APuE3"
393,Menelaah Tren Regulasi Penyelenggaraan Sistem Elektronik  (PSE) di Beberapa Negara di Dunia (Bagian 1) #BersamaTifa #SemuaBisaKena https://t.co/tTE8oV0IC7
394,"Sistem Pemerintahan Berbasis Elektronik (SPBE) atau e-government adalah penyelenggaraan pemerintahan yang memanfaatkan teknologi informasi dan komunikasi 
@Kemenkumham_RI 
@kumhamsumsel 
@LapasEnim 
#KumhamSumsel 
#LPMuaraenim"
395,"Muara Enim – Lapas Muara Enim ikuti Penguatan Pemahaman Evaluasi Penyelenggaraan Sistem Pemerintahan Berbasis Elektronik (SPBE) secara Virtual. Jum'at, (26/08/2022)
@Kemenkumham_RI 
@kumhamsumsel 
@LapasEnim 
#KumhamSumsel 
#LPMuaraenim"
396,"Sistem Pemerintahan Berbasis Elektronik (SPBE) atau e-government adalah penyelenggaraan pemerintahan yang memanfaatkan teknologi informasi dan komunikasi 
@Kemenkumham_RI 
@kumhamsumsel 
@LapasEnim 
#KumhamSumsel 
#LPMuaraenim"
397,"Sistem Pemerintahan Berbasis Elektronik (SPBE) atau e-government adalah penyelenggaraan pemerintahan yang memanfaatkan teknologi informasi dan komunikasi 
@Kemenkumham_RI 
@kumhamsumsel 
@LapasEnim 
#KumhamSumsel 
#LPMuaraenim https://t.co/G1oLp79h10"
398,"Muara Enim – Lapas Muara Enim ikuti Penguatan Pemahaman Evaluasi Penyelenggaraan Sistem Pemerintahan Berbasis Elektronik (SPBE) secara Virtual. Jum'at, (26/08/2022)
@Kemenkumham_RI 
@kumhamsumsel 
@LapasEnim 
#KumhamSumsel 
#LPMuaraenim https://t.co/4bWvvdaUqO"
399,"Sistem Pemerintahan Berbasis Elektronik (SPBE) di lingkungan Kementerian Hukum dan Hak Asasi Manusia yang selanjutnya disebut SPBE. Kementerian adalah penyelenggaraan pemerintahan yang memanfaatkan teknologi informasi. Jumat(26/8).

#LPKAMartapura
#KanwilKemenkumhamKalsel https://t.co/my3ef3Kdb2"
400,"WUJUDKAN PENERAPAN SISTEM PEMERINTAHAN BERBASIS ELEKTRONIK, KANWIL KEMENKUMHAM KALTIM IKUTI PENGUATAN PEMAHAMAN EVALUASI PENYELENGGARAAN EVALUASI SPBE KANWIL DAN UPT https://t.co/7UbXgpEIGA
@Kemenkumham_RI
@KumhamKaltim
#KumhamKaltim 
Sofyan https://t.co/68dmKkXtAH"
401,"Sistem Pemerintahan Berbasis Elektronik (SPBE) atau e-government adalah penyelenggaraan pemerintahan yang memanfaatkan teknologi informasi dan komunikasi 
@Kemenkumham_RI 
@kumhamsumsel 
@LapasEnim 
#KumhamSumsel 
#LPMuaraenim https://t.co/OrfqeOFwrh"
402,"Muara Enim – Lapas Muara Enim ikuti Penguatan Pemahaman Evaluasi Penyelenggaraan Sistem Pemerintahan Berbasis Elektronik (SPBE) secara Virtual. Jum'at, (26/08/2022)
@Kemenkumham_RI 
@kumhamsumsel 
@LapasEnim 
#KumhamSumsel 
#LPMuaraenim https://t.co/1sgHoytGEk"
403,"Dukung Penyelenggaraan Sistem Pemerintahan Berbasis Elektronik, Kantor Imigrasi Balikpapan Ikuti Penguatan dan Evaluasi SPBE di Lingkungan Kemenkumham RI

https://t.co/9Sid7TiBG0 https://t.co/YAqJBUDxzz"
404,"Kepala Lembaga Pemasyarakatan (Gayatri Rachmi Rilowati), Bersama Pejabat Struktural, JFU Lapas Perempuan Kelas IIB Bengkulu telah mengikuti kegiatan Penguatan Pemahaman Evaluasi Penyelenggaraan SPBE (Sistem Pemerintahan Berbasis Elektronik). https://t.co/xQhZVPiVES"
405,Sebagai informasi Sistem Pemerintahan Berbasis Elektronik (SPBE) merupakan penyelenggaraan pemerintahan yang memanfaatkan teknologi informasi untuk memberikan layanan kepada pengguna yang diselenggarakan oleh Kementerian Hukum dan HAM Republik Indonesia.
406,"Hai Sobat ZI Gorud Tari, pada Jumat (26/08), Pejabat dan Pegawai Rumah Detensi Imigrasi Pusat yang membidangi TI mengikuti Penguatan Pemahaman Evaluasi Penyelenggaraan Sistem Pemerintahan Berbasis Elektronik (SPBE) di Kantor Wilayah dan Unit Pelaksana Teknis secara virtual zoom. https://t.co/X097UyZbR7"
407,"Jumat,26 Agustus 2022 
Penguatan Pemahaman Evaluasi Penyelenggaraan Sistem Pemerintahan Berbasis Elektronik (SPBE) di Lingkungan Kantor Wilayah dan Unit Pelaksana Teknis (UPT).  
#kemenkumham 
#humaslpp 
#pabar https://t.co/3yKtC0MJtk"
408,"Jajaran Pejabat Struktural Bapas Palembang Kanwil Kemenkumham Sumsel ikuti Penguatan &amp; Evaluasi Penyelenggaraan Sistem Pemerintah Berbasis Elektronik yang digelar oleh Pusdatin.

@Kemenkumham_RI 
@kumhamsumsel 
@BapasPlg 
#BapasPalembang
#KumhamSumsel
#KumhamPASTI https://t.co/LwvWtos6zk"
409,"Kewajiban menyimpan data pelanggan itu ada dalam UU Telekomunikasi No. 36/1999, PP 71/2019 tentang Penyelenggaraan Sistem Elektronik, Permenkominfo No. 20/2016 tentang Perlindungan Data Pribadi dalam Sistem Elektronik, dan No. 1/2021 tentang Penyelenggaraan Jasa Telekomunikasi."
410,#Paripurna2 Ahmad Yohan @Fraksi_PAN #NTT1: ...mengoptimalkan kebijakan pendaftaran penyelenggaraan sistem elektronik yang dilakukan oleh Kominfo sebagai langkah untuk menggali potensi pajak di sektor industri digital. Fraksi PAN menilai target lifting minyak bumi dan... (4)
411,@WikiDPR #Paripurna2 Ahmad Yohan @Fraksi_PAN #NTT1 :..mengoptimalkan kebijakan pendaftaran penyelenggaraan sistem elektronik yang dilakukan oleh kominfo sebagai langkah utk menggali potensi pajak di sektor industri digital. Fraksi PAN menilai target lifting minyak bumi dan..(4)
412,"Negara hadir melalui regulasi penataan, pengelolaan, dan pengawasan terhadap penyelenggaraan sistem elektronik (PSE) lingkup privat.
@kemkominfo @PlateJohnny"
413,Penyelenggaraan pengadaan barang/jasa dilakukan secara elektronik menggunakan sistem informasi yang terdiri dari Sistem Pengadaan Secara Elektronik dan sistem pendukung (Peraturan Presiden Nomor 16 Tahun 2018 Pasal 69 ayat 1).
414,"@hyang_wisnu @kemkominfo @jokowi @PlateJohnny @KSPgoid Negara hadir melalui regulasi penataan, pengelolaan, dan pengawasan terhadap penyelenggaraan sistem elektronik (PSE) lingkup privat. 
@kemkominfo @PlateJohnny"
415,"@hyang_wisnu @kemkominfo @jokowi @PlateJohnny @KSPgoid Negara hadir melalui regulasi penataan, pengelolaan, dan pengawasan terhadap penyelenggaraan sistem elektronik (PSE) lingkup privat.
@kemkominfo @PlateJohnny"
416,"Kantor Staff Presiden: Pendaftaran PSE Jaga Keamanan Siber di Indonesia

Negara hadir melalui regulasi penataan, pengelolaan, dan pengawasan terhadap penyelenggaraan sistem elektronik (PSE) lingkup privat. 
@PlateJohnny @kemkominfo
https://t.co/5rCMnPlI2I"
417,"@hyang_wisnu @kemkominfo @jokowi @PlateJohnny @KSPgoid Negara hadir melalui regulasi penataan, pengelolaan, dan pengawasan terhadap penyelenggaraan sistem elektronik (PSE) lingkup privat. 
@PlateJohnny @kemkominfo"
418,"Negara hadir melalui regulasi penataan, pengelolaan, dan pengawasan terhadap penyelenggaraan sistem elektronik (PSE) lingkup privat @kemkominfo @PlateJohnny"
419,PSE bertujuan untuk meminta komitmen dari penyelenggara sistem elektronik bahwa mereka akan comply/tunduk kepada hukum yang mengatur tentang penyelenggaraan sistem elektronik di Indonesia.
420,"“Negara hadir melalui regulasi penataan, pengelolaan, dan pengawasan terhadap penyelenggaraan sistem elektronik (PSE) lingkup privat,"" kata Jaleswari dalam rakor bersama pihak @kemkominfo, di Gedung Bina Graha Jakarta, Jumat (5/8).

#PSE #KSP https://t.co/ceCSCPeJmZ"
421,"@hyang_wisnu @kemkominfo @Aryprasetyo85 @PlateJohnny @miicies @zhymme @DS_yantie @FirzaHusainID @delArdian_ Adanya situs judi online itu melanggar peraturan Undang-Undang Nomor 11 tahun 2008 tentang Informasi dan Transaksi Elektronik Pasal 27 ayat (2), dan Pasal 96 huruf (a) PP Nomor 71 tahun 2019 tentang Penyelenggaraan Sistem dan Transaksi Elektronik.
@PlateJohnny @kemkominfo"
422,PENYELENGGARAAN SISTEM PERTUKARAN DATA ELEKTRONIK DALAM RANGKA PENERAPAN L/C KEGIATAN EKSPOR KOMODITI TERTE... https://t.co/neH1RLLwGj
423,"Hallo #SobatTIKNas!

Menteri Komunikasi dan Informatika (Menkominfo) Johnny G Plate menegaskan, pendaftaran penyelenggaraan sistem elektronik (PSE) lingkup privat tidak untuk membatasi perkembangan platform digital di Indonesia, lho.

#pse #transformasidigital #wantiknas"
424,Pro Kontra Sistem Penyelenggaraan Elektronik Digital https://t.co/rKPxnpZQOE
425,Aturan Daftar Penyelenggaraan Sistem Elektronik https://t.co/CwDuzdzrQl
426,"@hyang_wisnu @PlateJohnny Dan ini semua hanya gara-gara kebijakan kementerian komunikasi dan informatikan tentang Penyelenggaraan Sistem Elektronik atau disingkat PSE.
@PlateJohnny @kemkominfo"
427,"Manfaat PSE untuk Perusahaan:
Tercatat dalam Tanda Daftar PSE jadi terindentifikasi secara jelas
Lebih dipercaya masyarakat
Membangun pemetaan ekosistem Penyelenggaraan Sistem dan Transaksi Elektronik
Tanda bukti telah resmi terdaftar di Kominfo
#savekominfo https://t.co/hhnqS5TIuO"
428,"Kominfo telah mengumumkan melalui Surat Edaran Menkominfo No. 3 tahun 2022 tentang Tanggal Efektif Pendaftaran Penyelenggaraan Sistem Elektronik Lingkup Privat, yang ditandatangani 14 Juni 2022. 

Selengkapnya:
https://t.co/ZWRKJ7U5A6"
429,Akan tetapi ada PP No.71 Tahun 2019 tentang Penyelenggaraan Sistem dan Transaksi Elektronik sebagai aturan turunan dari UU ITE yang mengaturnya lebih lanjut
430,"@hyang_wisnu @PlateJohnny @kemkominfo Padahal diketahui sudah sekian lama, atau tepatnya sudah 2 tahun @kemkominfo  meminta para penyelenggara sistem elekronik di negeri ini mendaftar PSE (Penyelenggaraan Sistem Elektronik). Johnny Plate"
431,"1) Pak @jokowi , mohon ditinjau lagi PP Nomor 71 Tahun 2019 Tentang Penyelenggaraan Sistem dan Transaksi Elektronik. Contoh kasus: Paypal. Akan ada berapa website yang akan diblokir (walau sementara) ? 

#BlokirKominfo
@kemkominfo"
432,"Menteri Pariwisata dan Ekonomi Kreatif Sandiaga Uno menyatakan, yang diharapkan dari proses registrasi Penyelenggaraan Sistem Elektronik (PSE) adalah pendaftaran dan pemberian informasi, bukan pemberian izin.

#SmartNews @kompascom https://t.co/aZhGLfMwBs"
433,"kubelain lho mas. aku sendirian ngebelain kamu saat HI UGM ga ada yang belain

kubela ditengah doxing &amp; hujatan macem2 ke kamu (*ke aku juga sih). Karena penataan PSE / penyelenggaraan sistem elektronik NKRI terlalu telat dibanding negara lain.

https://t.co/1BwxccnsXK"
434,"Tepat pada hari Senin, 24 Mei 2021 telah diberlakukan Peraturan Menteri Komunikasi dan Informatika (Perkominfo) tentang Penyelenggaraan Sistem Elektronik (PSE) lingkup privat, yaitu Perkominfo No. 5 Tahun 2020. Pembelakuaan ini menimbulkan konflik diantara masyarakat. https://t.co/p28eSvEDY9"
435,"Menurut definisi dalam PASAL 1 di PP 71/2019,
Penyelenggara Sistem Elektronik Lingkup Privat adalah
penyelenggaraan Sistem Elektronik oleh Orang, Badan
Usaha, dan masyarakat.

Masyarakat WARGA NEGARA INDONESIA, tentunya. Masa' ngatur orang seluruh dunia? https://t.co/fi1x30arws"
436,"Dasar dari hingar bingar PSE adalah Permenkominfo no. 5 tahun 2020, untuk mengatur penyelenggaraan sistem elektronik lingkup privat

Dasar dari Permenkominfo 5/2020 adalah Peraturan Pemerintah No. 71 tahun 2019, pasal 5, 6, 97, 98, 101 yg memberi mandat adanya Peraturan Menteri https://t.co/GvIDoXOWTM"
437,"Amandemen Permenkominfo 10/2021 untuk Permenkominfo 5/2020 tentang Penyelenggaraan Sistem Elektronik lingkup privat masih jauh dari layak untuk diberlakukan.

Peraturan ini bermasalah karena terdapat 3 pasal karet yang punya dampak terhadap kebebasan berpendapat dan berekspresi."
438,"BLOKIR PSE OLEH KOMINFO: PENGAWASAN DIGITAL ALA ORBA?]

Halo Gadjah Mada dan Nusantara!

Tahukah kamu? Bahwa pada tanggal 31 Juli kemarin, Kemkominfo memblokir beberapa situs yang tidak mendaftar Penyelenggaraan Sistem Elektronik (PSE)? https://t.co/2H9QfiTzr2"
439,"Permenkominfo No. 10/2021 tentang Penyelenggaraan Sistem elektronik Lingkup Privat (Permenkominfo tentang PSE) adalah cerminan kesewenang-wenangan pemerintah terhadap masyarakat. Menteri ini buta thdp kepentingan rakyat.

Ulasan Daffa Prangsi Rakisa W.K.:
https://t.co/1BmDOGzTcj"
440,Penyelenggaraan Sistem Elektronik (PSE) wajib mematuhi peraturan yang ada di Indonesia. https://t.co/QSryVtVaQ8
441,"Nih aturannya “PP No.71 Tahun 2019 Tentang Penyelenggaraan Sistem dan Transaksi Elektronik dan Permenkominfo No.5 Tahun 2020 Tentang Penyelenggara Sistem Elektronik Lingkup Privat”, baca dulu lah"
442,"@detikfinance 3. Membangun pemetaan ekosistem Penyelenggaraan Sistem dan Transaksi Elektronik
4. Tanda bukti telah resmi terdaftar di Kominfo

Menurut kamu kita sudah ber tahun - tahun menggunakan situs tersebut masih harus ada “lebih di percaya masyarakat”??

Apa ada tujuan terselubung? 🤔"
443,"Penyelenggara Sistem Elektronik Lingkup Privat yang selanjutnya disebut PSE Lingkup Privat adalah penyelenggaraan Sistem Elektronik oleh orang, badan usaha, dan masyarakat @kemkominfo @PlateJohnny"
444,"2. Beberapa Platform Diblokir Kominfo 🖥
Sejumlah platform yang tidak mendaftar program Penyelenggaraan Sistem Elektronik (PSE) diblokir Kementerian Komunikasi dan Informatika (Kominfo). Terhitung mulai Sabtu (30/7/2022), platform Steam dan Dota diblokir oleh kominfo."
445,"btw kalo kalian gabut dan penasaran ttg dasar hukum pengelolaan data perusahaan yg terdaftar PSE ada di sini:

Peraturan Pemerintah Nomor 71 Tahun 2019 tentang Penyelenggaraan Sistem dan Transaksi Elektronik Pasal 2"
446,Kominfo telah resmi berlakukan Penyelenggara Sistem Elektronik (PSE) sesuai dengan peraturan yang mengacu pada Menteri Komunikasi dan Informatika (Permen Kominfo) Nomor 5 Tahun 2020 tentang Penyelenggaraan Sistem Elektronik (PSE) Lingkup Privat.
447,"Padahal diketahui sudah sekian lama, atau tepatnya sudah 2 tahun Kominfo meminta para penyelenggara sistem elekronik di negeri ini mendaftar PSE (Penyelenggaraan Sistem Elektronik)."
448,"@pengarang_sajak Lo bicara RUU PDP untuk positifnya melindungi data pribadi

Tp lo munafik melihat Peraturan Pemerintah nomor 71 tahun 2019 tentang Penyelenggaraan Sistem dan Transaksi Elektronik, dan Peraturan Menteri Kominfo nomor 10 tahun 2021."
449,"@hyang_wisnu @PlateJohnny Pelaksanaan pendafatarn sesuai dengan amanat Pasal 6 Peraturan Pemerintah Nomor 71 Tahun 2019 tentang Penyelenggaraan Sistem dan Transaksi Elektronik.
@kemkominfo"
450,"@pengarang_sajak PSE ini merujuk ke Peraturan Pemerintah nomor 71 tahun 2019 tentang Penyelenggaraan Sistem dan Transaksi Elektronik, dan Peraturan Menteri Kominfo nomor 10 tahun 2021."
451,"@hyang_wisnu @PlateJohnny @kemkominfo Padahal diketahui sudah sekian lama, atau tepatnya sudah 2 tahun Kominfo meminta para penyelenggara sistem elekronik di negeri ini mendaftar PSE (Penyelenggaraan Sistem Elektronik). 
@PlateJohnny @kemkominfo"
452,"@_MbakSri_ Menteri menjalankan Peraturan Pemerintah kok di copot

Peraturan Pemerintah Nomor 71 Tahun 2019 Tentang penyelenggaraan Sistem dan Transaksi Elektronik

https://t.co/CndREUaqrV"
453,Yang jelas blokir ini terjadi karena Menteri Nasdem melaksanakan Peraturan Pemerintah yang dibuat Presiden dari PDIP (PP 71 ttg Penyelenggaraan Sistem dan Transaksi Elektronik)
454,"Pertama, untuk tertib administrasi. PSE melibatkan jutaan orang, maka Kominfo perlu menghadirkan tata kelola penyelenggaraan sistem elektronik yang lebih kuat.

Bisnis kecil saja itu harus memiliki izin berusaha, apalagi yang melibatkan jutaan orang."
455,"@BobabooDinosaur @TheSimCommunity So Indonesian Ministry of Communication and Information had some new program called “Penyelenggaraan Sistem Elektronik” or PSE. All social media, including websites and games, etc had to sign form…"
456,"@hyuntaewoo Penyelenggaraan Sistem Elektronik.. aslinya aku juga gak tau itu apaan wkwk tapi intinya berbagai platform yang beroperasi di indo disuruh daftar PSE kalo gak mau diblokir sama kominf0

Makanya kemaren2 sempet rame WA sampe google dkk diblokir itu kan.."
457,"@meihqtsume open diskusi gan, sebetulnya kalo dilihat emang Steam ini belum ngikut aturan ya , belum ada di daftar PSE (penyelenggara sistem elektronik)  ada di Pasal 6 Peraturan pemerintah (PP) 71 tahun 2019 tentang penyelenggaraan sistem dan transaksi elektronik (cont..)"
458,"Sudah tahu belum tentang SPBE?
Sistem Pemerintahan Berbasis Elektronik (SPBE) adalah penyelenggaraan pemerintahan yang memanfaatkan teknologi informasi dan komunikasi untuk memberikan layanan kepada pengguna SPBE. https://t.co/PtJejUKEvT"
459,Sejumlah organisasi menolak aturan Permenkominfo Nomor 5 tahun 2020 tentang Penyelenggaraan Sistem Elektronik (PSE) Lingkup Privat. https://t.co/lwP9igNFkw
460,5. Dinas Kominfo Kalsel menggelar sosialisasi dan bimbingan teknis pengelolaan website pemerintah daerah sebagai wadah informasi terkait kinerja dan pelayanan publik. Hal ini sekaligus menjadi bagian dari upaya meningkatkan penyelenggaraan Sistem Pelayanan Berbasis Elektronik https://t.co/hYmXQoCk71
461,"Penyelenggaraan Sistem Elektronik adalah pemanfaatan Sistem Elektronik oleh penyelenggara negara, Orang, Badan Usaha, dan/atau masyarakat.
@kemkominfo @PlateJohnny"
462,PSE Memudahkan Masyarakat untuk mengidentifikasi konten yang terpercaya dan membangun pemetaan ekosistem penyelenggaraan Sistem dan Transaksi Elektronik di Indonesia. https://t.co/ki9t5lPJOn
463,PSE Memudahkan masyarakat untuk mengidentifikasi konten yang terpercaya dan membangun pemetaan ekosistem penyelenggaraan sistem dan transaksi elektronik https://t.co/XMrX01WxR4
464,PSE Memudahkan masyarakat untuk mengidentifikasi konten yang terpercaya dan membangun pemetaan ekosistem penyelenggaraan sistem dan transaksi elektronik https://t.co/3baAeFoNCm
465,Apa Itu Kebijakan Penyelenggaraan Sistem Elektronik? Simak Penjelasannya Berikut Ini https://t.co/IrIxEJFHjb https://t.co/AB8G0ETb65
466,"Aturan pendaftaran PSE juga bukan barang baru. PP No. 82 Tahun 2012 tentang Penyelenggaraan Sistem dan Transaksi Elektronik sebagai turunan UU ITE sebetulnya sudah mewajibkan pendaftaran PSE ke Kominfo.

Artinya, aturan ini sebetulnya sudah berusia satu dasawarsa."
467,"@ruliemaulana Wajib daftar PSE mah formalitas aja. Udah kuat PP-nya, kalau alasannya terkait lingkup privat.

PP Nomor 71 Tahun 2019 tentang Penyelenggaraan Sistem dan Transaksi Elektronik, dan Peraturan Menteri KomInFo Nomor 5 Tahun 2020 Tentang Penyelenggara Sistem Elektronik Lingkup Privat."
